-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 02/01/1981 through 02/20/2024 
Location: Latitude  28.6835   Longitude 77.22 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 206.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,T2M,QV2M,RH2M,PRECTOTCORR,T2M_MAX,T2M_MIN,PS
1992,2,3,16.81,4.27,37.5,0.0,25.53,11.12,99.11
1992,2,4,15.81,3.85,37.0,0.0,25.53,8.49,99.25
1992,2,5,16.4,4.52,40.25,0.0,25.69,8.93,99.2
1992,2,6,15.59,6.41,58.69,0.2,22.58,11.87,99.09
1992,2,7,15.69,8.0,73.5,17.38,22.08,10.23,99.0
1992,2,8,14.37,6.35,65.06,1.55,22.23,8.6,98.88
1992,2,9,13.76,4.7,52.38,0.15,22.89,6.76,99.0
1992,2,10,12.98,3.66,42.38,0.0,22.69,5.47,99.14
1992,2,11,13.18,3.54,40.75,0.0,23.49,5.58,99.11
1992,2,12,15.56,4.03,39.0,0.0,26.23,6.02,98.98
1992,2,13,17.62,5.19,43.12,0.03,26.65,10.65,98.71
1992,2,14,15.89,5.55,51.5,0.0,24.03,9.73,98.84
1992,2,15,14.19,3.78,42.0,0.0,24.86,6.87,98.8
1992,2,16,15.62,2.93,30.0,0.0,24.99,5.22,98.63
1992,2,17,15.9,3.36,31.25,0.0,25.65,8.05,98.61
1992,2,18,14.33,3.3,35.5,0.0,24.61,6.73,98.78
1992,2,19,15.69,3.72,36.56,0.0,25.52,7.15,98.82
1992,2,20,17.35,3.72,32.19,0.0,26.25,9.54,98.8
1992,2,21,16.44,4.03,37.25,0.0,26.09,8.87,99.0
1992,2,22,15.34,4.27,41.69,0.0,24.05,7.77,99.33
1992,2,23,15.67,4.33,42.19,0.0,25.31,7.8,99.39
1992,2,24,16.0,4.27,40.69,0.0,25.72,8.05,99.41
1992,2,25,17.11,3.97,36.12,0.0,27.12,9.67,99.28
1992,2,26,18.37,4.46,36.25,0.0,27.79,10.83,99.19
1992,2,27,20.76,4.39,31.25,0.0,30.62,12.62,98.85
1992,2,28,20.98,6.16,40.5,0.0,31.23,11.37,98.62
1992,2,29,21.87,5.68,37.31,0.0,32.0,14.88,98.62
1992,3,1,19.33,3.23,26.12,0.0,30.53,10.36,98.9
1992,3,2,18.18,2.81,25.56,0.0,29.65,9.4,98.9
1992,3,3,18.65,2.81,24.25,0.0,29.73,9.57,98.83
1992,3,4,20.01,3.97,29.5,0.0,30.62,11.15,98.81
1992,3,5,21.51,5.19,33.69,0.0,30.48,14.46,98.84
1992,3,6,21.69,6.04,39.69,0.0,30.24,15.12,98.89
1992,3,7,19.84,4.09,31.69,0.0,29.87,11.58,98.96
1992,3,8,19.84,3.85,29.5,0.0,30.28,11.69,98.98
1992,3,9,20.21,3.85,29.12,0.0,31.25,11.24,98.92
1992,3,10,21.46,4.03,28.19,0.0,32.5,12.32,98.9
1992,3,11,24.32,5.25,29.44,0.0,34.41,15.32,98.76
1992,3,12,22.15,5.68,36.19,0.0,29.03,17.74,99.06
1992,3,13,22.44,7.2,44.38,0.0,29.14,16.08,99.07
1992,3,14,21.33,4.52,29.44,0.0,29.72,13.93,98.9
1992,3,15,19.9,3.42,27.38,0.08,29.51,12.03,98.97
1992,3,16,21.28,2.69,19.19,0.0,32.4,12.19,98.68
1992,3,17,22.76,3.36,21.56,0.0,33.53,14.34,98.58
1992,3,18,24.84,4.64,26.81,0.0,34.98,16.76,98.34
1992,3,19,26.08,4.52,23.06,0.0,35.07,17.3,98.29
1992,3,20,26.95,5.25,24.19,0.0,35.71,18.78,98.4
1992,3,21,25.99,6.23,31.06,0.0,33.15,18.34,98.6
1992,3,22,26.03,6.35,31.06,0.0,33.1,19.51,98.79
1992,3,23,27.14,6.23,28.69,0.0,35.16,20.19,98.68
1992,3,24,25.96,5.0,24.69,0.01,33.83,19.93,98.47
1992,3,25,23.31,7.69,43.5,0.01,27.98,18.51,98.76
1992,3,26,26.27,7.63,37.38,0.0,34.46,18.65,98.83
1992,3,27,24.78,5.37,29.31,0.07,32.12,19.86,98.83
1992,3,28,26.63,4.64,22.75,0.12,36.46,17.51,98.62
1992,3,29,25.8,4.58,23.06,0.0,33.41,19.55,98.55
1992,3,30,25.51,4.64,23.88,0.07,33.9,18.76,98.57
1992,3,31,24.97,3.97,21.62,0.0,34.55,16.43,98.74
1992,4,1,24.83,3.97,22.31,1.03,33.4,16.52,98.74
1992,4,2,25.87,3.85,19.56,0.0,34.58,17.08,98.74
1992,4,3,26.82,4.09,20.56,0.0,37.13,17.25,98.69
1992,4,4,28.55,4.46,19.69,0.0,38.34,19.28,98.43
1992,4,5,28.01,4.64,21.0,0.0,37.46,18.85,98.26
1992,4,6,28.29,6.16,25.62,0.0,36.62,20.8,98.24
1992,4,7,26.83,5.55,27.0,0.0,34.26,18.94,98.37
1992,4,8,27.76,5.07,23.19,0.0,36.84,18.55,98.47
1992,4,9,29.07,4.64,19.06,0.0,37.9,20.32,98.23
1992,4,10,27.43,4.33,19.81,0.0,33.98,20.57,98.42
1992,4,11,28.65,3.91,16.69,0.0,37.39,19.94,98.55
1992,4,12,28.93,3.91,16.19,0.0,37.93,20.72,98.62
1992,4,13,28.66,3.78,16.62,0.0,38.01,19.26,98.65
1992,4,14,28.55,3.85,17.06,0.0,37.9,19.42,98.58
1992,4,15,28.48,4.39,19.38,0.0,37.37,19.6,98.5
1992,4,16,28.66,4.27,18.69,0.0,37.7,19.78,98.42
1992,4,17,29.21,4.82,19.94,0.0,37.89,20.77,98.31
1992,4,18,31.5,4.94,18.62,0.0,41.0,22.85,98.2
1992,4,19,32.85,4.58,15.81,0.0,42.01,23.62,98.31
1992,4,20,32.65,5.19,17.75,0.0,41.9,23.4,98.4
1992,4,21,30.83,4.82,17.62,0.0,38.75,22.69,98.43
1992,4,22,29.79,3.72,14.88,0.0,37.37,23.55,98.28
1992,4,23,28.26,4.7,20.81,0.0,36.43,20.34,98.22
1992,4,24,29.08,4.21,18.06,0.0,37.83,19.92,98.36
1992,4,25,30.73,3.85,14.94,0.0,39.8,21.15,98.58
1992,4,26,31.45,4.39,16.12,0.0,40.23,22.26,98.45
1992,4,27,32.63,5.19,17.56,0.0,42.01,23.22,98.1
1992,4,28,34.0,5.68,18.12,0.0,42.92,24.94,97.97
1992,4,29,32.9,5.92,19.31,0.0,41.36,26.75,98.18
1992,4,30,33.8,5.62,18.0,0.01,42.14,24.85,98.22
1992,5,1,32.85,5.62,18.88,0.14,40.44,24.69,98.04
1992,5,2,32.83,5.49,18.69,1.01,41.69,23.87,97.87
1992,5,3,30.67,5.86,21.62,0.01,38.62,25.0,97.82
1992,5,4,30.15,8.3,33.44,0.13,38.3,22.4,98.04
1992,5,5,31.12,6.47,24.0,0.67,39.27,24.07,98.45
1992,5,6,30.97,6.16,23.5,0.0,38.92,22.72,98.44
1992,5,7,32.12,6.29,22.88,0.0,40.76,23.62,98.03
1992,5,8,32.63,4.94,17.38,0.0,41.42,23.25,97.94
1992,5,9,33.78,5.25,17.19,0.0,42.74,24.32,98.07
1992,5,10,34.65,5.49,16.75,0.0,43.72,25.94,97.99
1992,5,11,35.09,5.13,15.31,0.0,43.99,26.23,97.97
1992,5,12,36.63,5.31,14.75,0.0,45.52,27.28,98.1
1992,5,13,37.33,4.94,13.12,0.0,46.35,28.89,98.1
1992,5,14,37.04,6.04,16.0,0.0,45.59,28.31,98.08
1992,5,15,36.83,5.98,16.12,0.0,45.51,28.63,97.81
1992,5,16,35.85,4.88,13.94,0.0,44.32,25.95,97.65
1992,5,17,35.11,4.21,12.81,0.0,42.8,27.58,97.62
1992,5,18,33.43,3.48,11.31,0.0,41.58,24.99,97.52
1992,5,19,33.91,3.97,12.75,0.0,42.57,25.9,97.5
1992,5,20,32.72,4.7,16.62,0.0,41.17,23.3,97.69
1992,5,21,34.9,4.33,13.06,0.06,43.12,27.18,97.78
1992,5,22,35.28,3.85,11.06,0.0,43.94,26.02,97.78
1992,5,23,36.28,3.97,11.12,0.0,44.97,26.52,97.66
1992,5,24,36.53,5.98,16.56,0.0,44.95,27.69,97.6
1992,5,25,37.79,5.55,13.94,0.06,46.07,28.48,97.47
1992,5,26,33.9,9.46,29.38,0.0,39.85,27.15,97.71
1992,5,27,33.5,10.13,32.12,0.0,40.3,27.4,97.95
1992,5,28,35.85,7.93,22.88,0.0,43.47,28.23,98.2
1992,5,29,35.13,6.47,19.25,0.0,42.79,27.65,98.09
1992,5,30,34.12,4.27,14.0,0.36,42.33,27.74,97.93
1992,5,31,32.31,5.31,18.12,0.0,39.7,24.73,97.9
1992,6,1,32.48,5.19,18.25,0.13,40.54,23.86,97.95
1992,6,2,34.37,4.03,12.88,0.0,43.18,25.04,97.91
1992,6,3,35.76,4.46,12.69,0.0,44.95,25.11,97.92
1992,6,4,37.15,5.92,15.5,0.0,45.32,28.89,97.83
1992,6,5,37.92,5.62,14.06,0.0,46.16,29.47,97.77
1992,6,6,39.01,5.74,13.38,0.0,46.48,32.17,97.65
1992,6,7,39.05,5.92,14.0,0.01,47.39,29.18,97.38
1992,6,8,38.8,5.74,13.69,0.0,45.9,31.11,97.47
1992,6,9,38.48,5.68,13.69,0.0,45.44,30.48,97.6
1992,6,10,37.76,5.31,13.38,0.0,45.14,29.43,97.7
1992,6,11,37.33,7.14,18.81,0.0,44.85,28.49,97.65
1992,6,12,38.84,6.16,14.62,0.0,46.28,29.9,97.3
1992,6,13,37.82,5.19,12.81,0.0,45.34,29.93,97.24
1992,6,14,37.4,5.07,13.31,1.79,45.46,28.87,97.39
1992,6,15,38.8,5.0,11.81,0.0,46.61,31.76,97.36
1992,6,16,38.36,4.21,10.56,0.0,46.77,29.65,97.24
1992,6,17,37.5,6.65,17.56,0.0,46.33,27.46,97.15
1992,6,18,38.23,7.39,19.0,0.0,46.23,28.9,97.24
1992,6,19,37.58,11.54,28.69,0.0,43.79,32.02,97.38
1992,6,20,38.76,13.73,31.5,0.0,44.26,33.44,97.3
1992,6,21,38.43,14.65,33.88,0.0,43.01,34.28,97.33
1992,6,22,39.23,12.21,27.25,0.14,45.09,34.37,97.14
1992,6,23,39.4,7.57,17.31,0.06,47.17,30.37,96.89
1992,6,24,38.72,9.7,22.62,3.92,45.56,31.58,96.77
1992,6,25,38.21,11.29,26.62,0.43,44.13,33.16,96.87
1992,6,26,37.61,11.9,28.81,0.28,43.47,32.94,96.9
1992,6,27,36.78,12.51,32.06,0.4,42.19,31.05,96.98
1992,6,28,37.51,12.57,31.38,0.47,43.89,30.93,97.24
1992,6,29,37.61,11.78,29.94,0.2,44.4,30.65,97.4
1992,6,30,37.22,11.47,29.56,1.97,44.01,30.42,97.28
1992,7,1,35.59,11.66,32.31,2.4,41.45,29.91,97.31
1992,7,2,35.07,12.51,36.12,3.08,41.57,28.44,97.38
1992,7,3,35.65,12.94,35.88,0.79,41.69,30.4,97.55
1992,7,4,35.47,12.27,34.56,0.17,42.06,29.33,97.53
1992,7,5,36.17,11.35,31.12,0.64,42.96,28.71,97.65
1992,7,6,36.7,11.47,30.5,1.41,43.68,29.55,97.54
1992,7,7,36.44,11.78,31.31,1.97,43.16,30.1,97.44
1992,7,8,36.26,12.15,32.56,1.21,42.83,29.65,97.41
1992,7,9,36.32,11.47,31.19,1.3,42.44,30.76,97.54
1992,7,10,35.44,12.94,35.81,0.78,41.09,31.51,97.62
1992,7,11,35.73,13.61,37.38,2.55,40.94,30.48,97.67
1992,7,12,34.66,15.93,46.06,3.26,39.69,29.9,97.79
1992,7,13,34.69,15.75,45.81,0.58,40.33,29.73,97.75
1992,7,14,34.25,16.72,51.12,0.03,40.95,28.48,97.63
1992,7,15,35.94,15.62,43.44,0.03,41.77,29.3,97.56
1992,7,16,35.4,15.08,41.31,0.03,38.77,31.98,97.59
1992,7,17,33.08,16.24,50.88,1.17,37.9,29.26,97.56
1992,7,18,30.85,16.6,58.81,4.04,34.98,27.13,97.44
1992,7,19,31.14,17.03,59.75,4.65,36.16,26.57,97.43
1992,7,20,31.87,18.37,61.69,6.58,36.37,27.22,97.5
1992,7,21,31.9,18.37,61.75,3.27,36.71,27.55,97.65
1992,7,22,31.72,17.76,60.12,2.95,36.44,27.73,97.63
1992,7,23,31.3,19.04,65.31,9.28,35.51,27.87,97.41
1992,7,24,30.45,19.53,70.44,9.17,33.69,27.54,97.31
1992,7,25,29.96,19.84,72.94,15.68,32.97,26.9,97.18
1992,7,26,30.44,19.78,71.12,4.63,33.64,27.28,97.25
1992,7,27,31.15,18.92,65.81,8.38,35.68,27.37,97.43
1992,7,28,32.06,16.66,55.88,0.82,37.83,27.41,97.5
1992,7,29,31.59,17.09,57.94,0.45,36.49,27.9,97.61
1992,7,30,31.51,16.36,56.62,0.49,36.98,26.62,97.78
1992,7,31,32.83,16.48,53.25,0.68,39.02,26.47,97.62
1992,8,1,32.74,18.37,58.88,0.23,37.26,28.77,97.57
1992,8,2,29.54,18.01,67.75,4.05,30.81,27.51,97.72
1992,8,3,30.5,18.37,66.44,6.39,34.35,27.08,97.97
1992,8,4,29.12,19.78,76.75,35.71,31.87,26.8,98.19
1992,8,5,29.87,19.59,73.38,21.64,33.69,25.78,98.09
1992,8,6,31.26,19.23,66.94,1.9,35.76,26.83,97.84
1992,8,7,31.31,18.92,65.44,0.62,35.4,27.04,97.71
1992,8,8,29.4,19.35,74.25,2.91,32.71,25.88,97.77
1992,8,9,29.43,19.17,74.0,4.81,34.15,25.91,97.76
1992,8,10,28.65,19.96,80.0,12.92,32.49,25.48,97.72
1992,8,11,30.04,19.71,73.69,7.25,34.82,25.14,97.8
1992,8,12,30.43,19.53,70.75,0.49,33.92,26.57,97.91
1992,8,13,32.16,19.71,65.0,3.39,36.51,28.2,97.76
1992,8,14,32.91,19.47,61.88,4.71,37.62,27.33,97.67
1992,8,15,32.04,19.65,65.56,1.05,37.1,28.11,97.72
1992,8,16,29.2,18.01,70.0,0.16,32.93,25.87,97.71
1992,8,17,31.08,18.43,64.62,1.33,36.22,25.91,97.44
1992,8,18,29.07,19.9,77.19,6.51,32.36,26.65,97.46
1992,8,19,29.53,20.2,76.69,9.5,33.56,26.0,97.48
1992,8,20,30.01,20.14,74.56,10.02,34.24,26.38,97.41
1992,8,21,30.18,20.63,75.44,4.53,33.84,26.51,97.5
1992,8,22,30.59,20.57,73.75,7.86,34.49,26.97,97.72
1992,8,23,30.73,19.71,70.75,19.24,34.93,26.91,97.76
1992,8,24,30.71,19.53,70.56,3.69,35.23,25.65,97.81
1992,8,25,31.32,19.23,66.94,0.36,36.62,27.08,97.7
1992,8,26,30.72,18.55,66.94,2.3,36.3,26.25,97.64
1992,8,27,29.98,18.55,70.44,5.13,35.01,25.3,97.66
1992,8,28,30.49,17.58,64.62,4.27,35.37,25.73,97.73
1992,8,29,30.3,18.43,68.25,0.53,35.25,25.3,97.76
1992,8,30,30.61,19.1,68.62,0.03,34.44,26.88,97.71
1992,8,31,31.5,20.2,69.31,0.19,36.4,27.0,97.71
1992,9,1,31.91,19.71,66.12,0.16,36.19,27.53,97.86
1992,9,2,31.69,19.59,66.19,0.34,35.4,28.15,97.9
1992,9,3,31.51,19.65,67.06,6.03,35.92,27.87,97.79
1992,9,4,29.01,19.96,77.94,16.49,32.13,26.53,97.69
1992,9,5,29.04,19.41,76.0,6.49,33.08,26.06,97.6
1992,9,6,29.07,19.84,78.06,4.99,34.08,25.0,97.66
1992,9,7,27.65,20.57,86.56,12.59,30.06,25.55,97.75
1992,9,8,28.8,20.02,79.94,1.65,33.4,25.34,97.59
1992,9,9,28.43,19.65,80.0,5.94,32.73,25.1,97.74
1992,9,10,27.21,19.84,85.94,40.77,29.85,25.25,98.02
1992,9,11,27.3,18.86,81.88,1.67,31.34,23.99,97.91
1992,9,12,27.26,15.93,70.31,1.0,32.17,23.29,97.77
1992,9,13,28.02,15.26,64.0,4.9,33.09,22.33,97.89
1992,9,14,27.12,16.24,72.5,1.22,32.58,22.31,98.14
1992,9,15,27.55,15.56,68.56,0.15,33.73,21.64,98.19
1992,9,16,26.9,15.32,70.06,0.71,33.38,22.48,98.27
1992,9,17,26.98,15.01,68.75,1.06,33.41,21.0,98.2
1992,9,18,27.66,14.22,61.94,0.32,33.23,21.26,98.26
1992,9,19,28.66,13.67,56.31,0.04,34.65,23.14,98.43
1992,9,20,27.55,13.24,59.0,0.04,34.52,21.53,98.51
1992,9,21,27.09,12.7,58.56,0.02,35.29,20.15,98.39
1992,9,22,27.19,11.9,55.38,0.0,36.26,19.85,98.12
1992,9,23,27.86,10.68,48.12,0.0,36.1,19.2,98.04
1992,9,24,28.13,11.05,47.88,0.0,36.19,20.12,98.26
1992,9,25,27.77,10.74,47.56,0.0,35.39,20.46,98.28
1992,9,26,28.05,9.89,43.56,0.0,35.48,20.48,98.31
1992,9,27,28.39,9.7,41.81,0.0,36.12,22.19,98.38
1992,9,28,27.87,10.13,44.81,0.0,36.14,21.82,98.46
1992,9,29,27.73,10.38,47.0,0.0,35.45,19.96,98.45
1992,9,30,27.78,9.34,42.0,0.0,36.25,20.0,98.41
1992,10,1,27.27,9.46,44.31,0.03,36.77,18.94,98.43
1992,10,2,27.84,9.64,44.12,0.0,36.98,19.55,98.58
1992,10,3,27.99,9.77,43.88,0.0,37.34,19.95,98.5
1992,10,4,29.61,10.62,42.56,0.0,37.08,21.72,98.29
1992,10,5,28.17,10.8,46.56,0.38,34.88,22.54,98.42
1992,10,6,27.02,10.68,49.62,0.76,34.46,20.69,98.66
1992,10,7,26.49,8.48,41.56,0.0,35.06,19.92,98.66
1992,10,8,26.19,7.26,37.0,0.0,34.58,17.77,98.7
1992,10,9,27.57,7.81,35.69,0.0,36.15,18.8,98.76
1992,10,10,27.65,9.4,42.12,0.0,35.68,20.8,98.52
1992,10,11,22.3,11.96,70.19,0.12,24.62,20.19,98.44
1992,10,12,22.96,14.28,80.56,14.75,26.95,18.95,98.16
1992,10,13,25.98,13.43,65.25,2.84,31.66,21.65,98.2
1992,10,14,25.6,8.12,42.5,0.34,35.5,18.28,98.03
1992,10,15,24.85,6.59,36.75,0.05,36.08,16.31,98.02
1992,10,16,26.07,7.08,35.62,0.0,35.15,16.92,98.16
1992,10,17,26.73,6.53,31.0,0.0,35.01,18.58,98.27
1992,10,18,26.59,7.45,35.62,0.0,34.65,18.95,98.57
1992,10,19,27.02,9.03,41.44,0.05,34.78,21.14,98.72
1992,10,20,24.55,7.2,40.12,0.0,34.1,17.19,98.67
1992,10,21,24.39,6.96,38.75,0.0,34.07,16.84,98.5
1992,10,22,24.34,6.96,38.94,0.01,33.81,17.53,98.4
1992,10,23,23.73,6.29,37.19,0.0,33.71,16.19,98.54
1992,10,24,23.97,5.49,32.69,0.0,33.9,14.9,98.65
1992,10,25,24.55,5.8,31.62,0.0,33.33,17.33,98.78
1992,10,26,24.19,5.92,33.62,0.0,33.89,18.57,99.0
1992,10,27,23.34,5.62,33.94,0.57,32.73,16.08,99.14
1992,10,28,23.54,5.25,30.88,0.0,32.83,17.66,99.21
1992,10,29,23.56,4.64,27.5,0.0,32.14,17.12,99.26
1992,10,30,23.6,4.33,25.38,0.0,31.7,16.36,99.12
1992,10,31,23.62,4.58,26.81,0.0,31.82,16.55,99.05
1992,11,1,23.01,5.0,30.25,0.0,32.01,16.58,99.09
1992,11,2,23.69,5.31,31.75,0.0,31.83,15.75,99.11
1992,11,3,24.37,4.82,26.44,0.0,32.01,16.61,99.05
1992,11,4,22.18,5.13,32.81,0.0,31.42,16.06,99.01
1992,11,5,21.28,5.31,36.88,0.0,31.96,13.62,99.0
1992,11,6,20.53,4.33,32.12,0.0,31.72,12.85,99.01
1992,11,7,18.88,3.78,31.0,0.0,29.72,11.56,99.03
1992,11,8,19.38,3.05,24.19,0.0,29.63,9.55,99.03
1992,11,9,20.38,3.23,23.12,0.0,30.01,13.3,99.2
1992,11,10,20.05,3.54,26.06,0.0,30.43,12.4,99.18
1992,11,11,21.91,3.48,22.62,0.0,30.51,14.8,99.2
1992,11,12,21.74,5.13,31.81,0.0,30.15,11.69,99.32
1992,11,13,23.41,6.71,38.25,0.0,30.58,17.33,99.25
1992,11,14,22.46,6.84,41.81,0.0,29.97,16.08,99.06
1992,11,15,21.88,6.9,43.5,0.0,30.0,15.65,99.15
1992,11,16,23.11,6.96,40.62,0.0,29.9,15.72,99.12
1992,11,17,22.58,6.65,39.75,0.0,29.39,16.73,99.03
1992,11,18,22.36,6.96,42.38,0.0,29.82,16.57,98.92
1992,11,19,21.65,9.77,62.56,0.0,28.56,16.0,98.93
1992,11,20,19.08,11.54,82.94,8.02,21.45,16.5,99.12
1992,11,21,20.14,8.54,61.62,0.0,27.33,13.44,98.92
1992,11,22,19.35,7.45,53.06,0.19,24.72,15.37,99.01
1992,11,23,17.47,6.35,54.75,0.0,25.69,11.48,99.4
1992,11,24,15.31,4.88,48.88,8.71,25.03,8.46,99.47
1992,11,25,15.08,3.85,39.25,0.0,25.71,7.27,99.26
1992,11,26,16.54,3.48,31.81,0.0,25.21,9.14,99.09
1992,11,27,16.78,4.09,36.5,0.0,25.5,7.92,99.27
1992,11,28,17.12,4.15,36.44,0.0,25.55,8.57,99.5
1992,11,29,17.63,4.39,36.56,0.0,25.91,12.1,99.57
1992,11,30,17.82,4.09,34.12,0.0,25.34,9.19,99.34
1992,12,1,19.85,4.03,29.0,0.0,26.89,13.16,99.36
1992,12,2,18.54,4.21,33.25,0.0,26.57,10.69,99.26
1992,12,3,18.43,4.27,33.69,0.0,25.9,12.0,99.25
1992,12,4,18.35,4.7,37.12,0.0,26.06,10.08,99.4
1992,12,5,18.18,5.0,40.25,0.0,27.52,13.05,99.5
1992,12,6,17.33,4.88,41.19,0.0,26.98,10.31,99.54
1992,12,7,16.35,4.39,40.44,0.0,25.61,9.23,99.48
1992,12,8,17.2,5.07,43.06,0.0,26.26,10.82,99.28
1992,12,9,17.95,5.25,43.0,0.0,27.87,10.98,99.33
1992,12,10,16.53,3.97,36.31,0.0,26.19,9.8,99.37
1992,12,11,17.16,3.78,33.06,0.0,26.3,8.32,99.42
1992,12,12,17.37,4.52,38.44,0.0,27.33,9.85,99.38
1992,12,13,15.48,4.09,40.12,0.0,24.58,9.01,99.3
1992,12,14,13.81,3.48,37.94,0.0,23.87,6.87,99.28
1992,12,15,14.26,3.23,34.38,0.0,25.08,6.12,99.43
1992,12,16,14.48,3.36,34.44,0.0,23.55,7.83,99.43
1992,12,17,15.98,3.17,30.25,0.0,24.75,7.33,99.29
1992,12,18,17.98,3.05,24.81,0.0,25.58,10.73,99.35
1992,12,19,18.12,3.3,26.12,0.0,25.58,11.1,99.44
1992,12,20,18.19,3.85,30.69,0.0,27.3,11.68,99.48
1992,12,21,16.86,4.33,38.62,0.0,27.04,9.62,99.45
1992,12,22,16.17,4.46,40.88,0.0,26.01,9.14,99.39
1992,12,23,15.99,3.85,36.75,0.0,26.26,8.22,99.39
1992,12,24,17.3,3.54,31.19,0.0,27.19,9.3,99.25
1992,12,25,17.8,3.48,28.88,0.0,27.66,9.98,99.17
1992,12,26,17.98,3.97,32.88,0.0,28.24,9.85,99.15
1992,12,27,18.97,4.09,31.06,0.0,27.15,11.84,99.22
1992,12,28,16.0,3.11,29.44,0.0,25.34,9.13,99.29
1992,12,29,15.11,3.3,32.56,0.0,23.73,8.15,99.44
1992,12,30,18.17,3.36,27.0,0.0,27.34,11.17,99.54
1992,12,31,19.09,4.21,31.25,0.0,27.26,12.52,99.59
1993,1,1,20.6,5.55,37.5,0.0,28.95,14.01,99.47
1993,1,2,20.96,6.53,43.12,0.58,27.94,15.51,99.37
1993,1,3,20.07,6.29,44.44,0.65,28.4,14.4,99.22
1993,1,4,17.82,4.46,37.56,0.3,26.22,11.12,99.31
1993,1,5,16.76,3.11,28.12,0.0,25.46,10.17,99.38
1993,1,6,15.73,4.39,39.5,0.26,22.12,10.15,98.97
1993,1,7,15.1,6.65,63.62,0.98,21.81,9.76,98.68
1993,1,8,14.96,5.43,53.75,0.24,22.79,10.19,98.96
1993,1,9,15.23,5.43,54.56,2.06,22.81,9.67,99.39
1993,1,10,15.33,4.15,39.56,0.0,23.02,10.05,99.28
1993,1,11,15.18,4.58,43.25,0.0,22.64,10.44,99.09
1993,1,12,14.52,3.6,38.56,0.0,23.73,9.11,98.94
1993,1,13,12.93,2.62,31.38,0.0,22.44,5.95,98.87
1993,1,14,13.29,2.32,26.69,0.0,23.87,5.19,98.95
1993,1,15,16.55,3.17,27.19,0.0,26.48,7.74,98.95
1993,1,16,18.16,5.13,41.38,0.5,27.19,10.2,98.98
1993,1,17,14.05,4.39,48.56,0.23,22.52,7.58,99.29
1993,1,18,10.99,3.23,43.19,4.0,20.17,4.26,99.26
1993,1,19,10.85,2.81,37.62,0.0,20.99,2.88,99.22
1993,1,20,11.31,2.75,36.31,0.0,21.79,3.58,99.15
1993,1,21,10.19,1.83,26.25,0.0,20.44,2.17,99.28
1993,1,22,11.43,1.95,25.19,0.0,21.88,3.88,99.47
1993,1,23,11.53,2.14,27.06,0.0,21.65,3.92,99.33
1993,1,24,12.69,2.38,27.88,0.0,23.17,4.37,99.32
1993,1,25,14.44,2.93,29.31,0.0,24.45,7.22,99.37
1993,1,26,14.16,2.08,23.19,0.0,24.17,6.63,99.45
1993,1,27,14.28,2.44,26.81,0.0,25.65,6.36,99.21
1993,1,28,16.46,2.5,23.0,0.0,27.37,7.68,99.25
1993,1,29,17.37,4.15,33.12,0.24,25.97,11.3,99.25
1993,1,30,18.01,4.03,36.44,0.06,26.76,10.01,99.29
1993,1,31,17.16,4.09,36.12,0.34,27.19,9.45,99.47
1993,2,1,15.83,3.17,32.19,0.4,25.64,7.77,99.7
1993,2,2,16.43,2.38,23.25,0.0,27.56,7.73,99.66
1993,2,3,17.46,2.75,23.88,0.0,27.83,10.32,99.69
1993,2,4,17.49,3.11,26.62,0.0,28.15,8.87,99.65
1993,2,5,18.32,2.99,24.88,0.0,29.73,9.3,99.52
1993,2,6,19.62,3.17,23.56,0.0,30.79,12.55,99.32
1993,2,7,19.33,3.36,26.31,0.0,30.98,10.23,99.16
1993,2,8,21.09,3.17,23.31,0.0,32.8,11.32,98.94
1993,2,9,21.43,2.62,18.56,0.0,32.67,12.92,98.97
1993,2,10,22.26,2.56,16.69,0.0,33.13,11.91,98.98
1993,2,11,22.2,2.56,16.62,0.0,32.94,14.21,99.06
1993,2,12,22.66,2.75,17.06,0.0,33.71,15.52,99.01
1993,2,13,23.42,3.11,19.19,0.0,33.55,13.62,98.86
1993,2,14,24.77,3.36,18.19,0.0,34.19,17.31,98.58
1993,2,15,24.69,3.72,20.38,0.0,34.77,16.08,98.47
1993,2,16,26.26,4.58,22.12,0.0,35.97,18.23,98.11
1993,2,17,23.08,3.66,22.19,0.0,33.76,15.97,97.94
1993,2,18,20.47,2.08,15.56,0.17,31.68,12.33,98.19
1993,2,19,16.23,1.22,12.62,0.1,27.37,7.26,98.4
1993,2,20,14.49,0.85,9.06,0.0,25.37,6.23,98.68
1993,2,21,14.19,1.1,13.0,0.46,25.14,5.87,98.84
1993,2,22,15.37,0.85,8.75,0.0,26.47,5.23,98.84
